0.35475,-0.30511,-1
0.85708,0.30203,1
-0.27399,-0.71564,1
0.36172,-0.80759,1
0.35184,-0.095211,-1
-0.37395,-0.00063238,-1
-0.75959,-0.62102,1
-0.57243,-0.80294,1
0.029339,0.5101,-1
-0.41363,-0.49198,1
0.18356,-0.283,-1
-0.34378,-0.78751,1
0.3264,-0.20725,-1
0.3194,-0.71257,1
-0.64095,-0.56012,1
-0.61728,0.13291,1
0.98444,0.15675,1
0.39628,-0.22276,-1
0.33458,-0.80092,1
-0.13551,-0.055794,1
-0.42215,-0.19006,-1
0.29924,0.65928,1
-0.056155,-0.53434,-1
0.0945,-0.71124,1
0.4881,0.15909,-1
-0.33178,0.68941,1
-0.35049,0.75503,1
-0.816,-0.071962,1
0.55777,-0.55209,1
-0.041589,0.65787,1
-0.75988,0.57887,1
-0.19815,-0.50661,-1
0.52127,0.21248,-1
0.42144,-0.065384,-1
-0.61567,-0.33189,1
-0.80631,0.30602,1
0.85763,0.16252,1
-0.11064,-0.6457,1
0.63047,0.41827,1
0.2915,0.32397,-1
-0.97256,-0.021528,1
-0.92821,-0.23311,1
-0.818,0.26827,1
0.096869,0.50775,-1
0.81695,0.084076,1
0.30324,-0.36728,-1
0.87758,-0.1518,1
0.01648,-0.70466,1
0.72405,-0.5679,1
0.13728,-0.73819,1
-0.83217,-0.33591,1
0.33372,0.26357,-1
-0.29984,0.56736,1
0.79669,0.44608,1
0.63416,-0.25286,1
0.75792,-0.64322,1
0.27159,-0.93352,1
-0.17541,0.61497,1
0.86307,0.10543,1
-0.18938,0.70125,1
0.68832,-0.54835,1
-0.9529,-0.14171,1
-0.45826,0.75922,1
-0.4917,0.66469,1
-0.62784,0.40432,1
-0.38462,-0.83462,1
-0.98634,-0.075766,1
-0.49685,-0.74538,1
-0.74034,0.66358,1
0.88022,0.31526,1
-0.10093,0.666,1
0.77736,-0.32246,1
0.90132,-0.0988,1
-0.42222,-0.10988,-1
0.64886,-0.33125,1
-0.39636,-0.13921,-1
-0.70396,-0.43901,1
0.6763,-0.21627,1
-0.38663,-0.26656,-1
-0.52542,-0.69259,1
0.13017,0.89149,1
-0.83241,0.41362,1
-0.13995,-0.97721,1
0.34112,-0.72455,1
0.73851,-0.60525,1
0.065735,-0.18682,1
-0.064288,-0.89497,1
0.58195,0.81149,1
-0.9158,-0.25649,1
-0.72082,0.61792,1
-0.2394,-0.42783,-1
-0.59566,-0.72633,1
0.70502,0.52607,1
0.43571,0.82739,1
-0.012861,-0.51936,-1
0.16715,-0.63058,1
0.74298,-0.37319,1
0.73251,-0.033092,1
0.10861,-0.014799,1
0.76205,-0.11461,1
0.6513,-0.62739,1
0.5598,-0.038092,-1
0.49977,0.27635,-1
0.74816,0.63805,1
-0.71629,0.029238,1
-0.31674,0.38958,-1
-0.60422,-0.54759,1
0.30703,-0.19265,-1
0.84467,-0.20839,1
-0.60103,0.32421,1
0.62985,-0.41057,1
-0.59034,0.49457,1
-0.18671,0.12846,1
0.061502,-0.21692,1
0.41416,-0.027777,-1
-0.34234,0.037197,-1
-0.23677,0.48014,-1
0.60248,0.45299,1
-0.10214,-0.4278,-1
0.075871,0.51684,-1
0.0088272,0.39568,-1
-0.050222,-0.40884,-1
0.39564,-0.90133,1
0.26115,-0.39776,-1
-0.41246,-0.52731,1
-0.43325,-0.3773,-1
-0.30113,0.12855,-1
-0.29311,0.69507,1
0.3057,0.10744,-1
0.52177,0.13852,-1
0.48622,0.61659,1
0.82771,0.44674,1
0.09134,0.076728,1
-0.20718,0.17705,1
-0.24079,-0.27169,-1
0.46373,0.0033056,-1
0.19972,0.72188,1
-0.59066,-0.2214,1
0.69309,-0.44417,1
-0.62029,-0.034183,1
0.25604,0.037161,1
0.90688,0.10102,1
0.60797,-0.66672,1
0.76632,0.21822,1
0.21815,0.75857,1
0.95619,0.20986,1
-0.38262,-0.86918,1
-0.33943,-0.59183,1
-0.031795,0.80095,1
-0.57239,0.56414,1
0.59823,0.22548,1
-0.40329,0.32293,-1
0.3932,0.38968,-1
-0.10742,0.10008,1
0.70121,-0.50619,1
0.59985,0.71161,1
0.57634,-0.30824,1
0.40402,0.54681,1
0.86841,-0.26861,1
0.60772,-0.45334,1
-0.37707,-0.70246,1
-0.33774,0.25701,-1
0.2977,-0.77051,1
-0.44535,-0.80658,1
-0.26176,-0.50453,-1
0.43308,0.049842,-1
0.4577,0.61561,1
-0.33707,-0.25477,-1
-0.69475,-0.19338,1
-0.35922,0.89983,1
-0.0098209,-0.22641,1
-0.2542,0.37503,-1
-0.50142,-0.54169,1
0.75613,-0.62124,1
0.09513,-0.96142,1
0.96546,-0.10574,1
0.24305,-0.42882,-1
-0.33646,0.59109,1
0.23523,-0.72009,1
0.58509,-0.68211,1
0.027377,-0.56788,-1
0.81212,-0.33359,1
0.52624,-0.58368,1
0.67485,-0.30451,1
0.089186,0.34679,-1
0.93982,-0.093004,1
0.33075,-0.74391,1
-0.6355,-0.69051,1
0.076701,-0.36863,-1
-0.60377,0.58396,1
0.038773,0.043935,1
-0.26185,-0.30754,-1
-0.15477,0.89092,1
-0.49259,0.37689,1
-0.34315,0.85433,1
0.22104,-0.84767,1
-0.28875,-0.75508,1
0.17817,-0.33105,-1
-0.15176,-0.029566,1
-0.37188,0.1664,-1
-0.32252,-0.15241,-1
-0.50084,0.16667,-1
0.13277,-0.9046,1
-0.060776,0.1333,1
0.61094,-0.74995,1
-0.31246,-0.60691,1
0.38122,0.43405,-1
0.42305,0.75333,1
0.8462,-0.52361,1
-0.1721,0.19129,1
-0.68387,0.28891,1
-0.49715,-0.52842,1
0.39571,-0.30971,-1
-0.17738,-0.89437,1
-0.15948,-0.64361,1
0.60593,0.69284,1
-0.63529,0.03021,1
0.68545,0.63343,1
0.074931,0.88799,1
-0.92956,-0.13768,1
0.47846,0.43695,1
0.11016,-0.32723,-1
0.31989,-0.8658,1
-0.61264,0.75446,1
-0.086226,0.41608,-1
-0.3326,-0.5255,1
-0.3649,-0.22452,-1
0.68197,0.014137,1
-0.81374,0.27272,1
0.020564,0.46973,-1
-0.24894,-0.31936,-1
-0.54898,0.096202,-1
-0.74552,-0.15888,1
-0.83452,0.081326,1
-0.34018,0.63742,1
-0.36991,0.27854,-1
-0.080392,-0.20978,1
-0.14952,0.60584,1
0.45452,0.84042,1
-0.70733,-0.077736,1
-0.92053,-0.11504,1
-0.37532,-0.71476,1
-0.44351,-0.83209,1
-0.55795,-0.76645,1
-0.35601,-0.033719,-1
0.80264,-0.13882,1
-0.29518,0.36613,-1
-0.94485,-0.27235,1
0.18589,-0.014431,1
-0.79652,0.26094,1
-0.019019,-0.92907,1
-0.87583,0.44049,1
0.85522,-0.42052,1
0.74013,-0.12068,1
0.75383,-0.37943,1
-0.79815,-0.24116,1
-0.7375,0.0048197,1
0.43696,-0.28576,-1
0.96204,0.11306,1
0.16637,-0.7539,1
0.33516,0.69656,1
0.91585,-0.16963,1
-0.034562,0.8537,1
0.25551,-0.45537,-1
0.2019,0.78082,1
-0.049609,-0.082459,1
-0.15174,-0.38397,-1
-0.63039,-0.61905,1
0.049124,-0.081519,1
-0.54755,-0.61436,1
0.32778,0.17747,-1
-0.17968,-0.74254,1
0.3746,-0.54308,1
0.90049,0.27106,1
0.77345,0.3792,1
0.44676,-0.084587,-1
-0.43416,0.38215,-1
0.055426,0.2701,1
0.80456,0.21758,1
-0.66259,-0.63281,1
0.82154,0.55943,1
0.17624,-0.3128,-1
0.30123,0.39019,-1
0.20616,0.019377,1
-0.29661,-0.47794,-1
0.3498,0.45432,-1
-0.80812,0.031765,1
-0.099509,0.2529,1
-0.0090619,-0.51072,-1
0.64761,0.041792,1
0.47658,-0.77174,1
0.51985,0.68867,1
-0.32739,0.81754,1
-0.74664,-0.027381,1
0.51406,-0.40295,1
0.1942,-0.97565,1
0.83344,0.097999,1
-0.27317,-0.73739,1
0.011733,-0.1373,1
0.8089,-0.06555,1
-0.88572,0.099493,1
0.066514,0.57102,-1
0.6736,0.23233,1
0.38236,0.82617,1
-0.83507,-0.050041,1
-0.39094,0.66968,1
-0.46467,-0.27768,-1
0.79946,-0.10678,1
0.45894,-0.65428,1
-0.81202,0.49307,1
-0.8393,-0.13283,1
0.2391,-0.57684,1
-0.36427,-0.12303,-1
-0.38439,0.42447,-1
0.33067,-0.85158,1
-0.33188,-0.06886,-1
0.08148,-0.70611,1
0.17646,-0.39139,-1
0.42032,0.17596,-1
0.49892,0.40571,1
-0.61504,0.6312,1
-0.47358,0.24665,-1
-0.081058,-0.54834,-1
0.70184,0.68736,1
-0.36295,0.20355,-1
0.35732,-0.84578,1
-0.76477,0.50007,1
-0.64805,0.26796,1
-0.78263,-0.62146,1
0.76148,-0.23653,1
0.20147,0.36066,-1
0.13241,-0.12179,1
0.41133,-0.47326,1
0.7562,-0.052347,1
-0.083165,0.056917,1
-0.78327,0.37527,1
0.74645,0.56216,1
0.7316,-0.38864,1
-0.36098,0.87681,1
-0.14698,-0.44501,-1
-0.8371,-0.22269,1
-0.20156,0.31929,-1
-0.28369,-0.47003,-1
0.12041,-0.047588,1
-0.35132,0.79805,1
0.037806,0.55762,-1
-0.53697,0.79931,1
-0.79689,0.44499,1
-0.69495,-0.71481,1
-0.68974,-0.44803,1
-0.52529,0.11301,-1
0.50845,0.63098,1
-0.12203,-0.32097,-1
0.93045,-0.2659,1
0.27018,-0.31248,-1
0.66895,0.039415,1
-0.79001,-0.50963,1
-0.74969,0.623,1
0.98499,0.087355,1
-0.93633,0.021673,1
0.51893,0.23641,-1
0.14806,0.12638,1
-0.56236,-0.083371,-1
-0.7421,-0.2803,1
-0.13837,-0.98876,1
0.21603,-0.69785,1
-0.37231,0.3394,-1
-0.69423,0.091864,1
-0.28798,0.9238,1
-0.71228,-0.43915,1
0.63728,-0.42117,1
0.49646,0.45822,1
0.88168,-0.0034487,1
0.49003,0.59427,1
0.13728,0.29487,-1
-0.0012344,0.92099,1
-0.026644,-0.50568,-1
0.36109,0.65947,1
-0.22783,0.057633,1
0.91568,0.35793,1
0.65887,-0.19538,1
0.92925,-0.025167,1
-0.43904,0.34906,-1
0.10598,-0.98612,1
0.48201,0.80124,1
-0.037631,0.74573,1
-0.012731,0.10859,1
0.31222,0.20204,-1
-0.48053,-0.66778,1
0.15798,-0.21073,1
-0.35987,0.83142,1
-0.24897,0.41926,-1
-0.87986,0.18573,1
-0.01386,-0.49574,-1
0.037422,-0.62962,1
0.77456,-0.19549,1
-0.32988,-0.093934,-1
-0.29963,-0.17689,-1
0.62827,0.41553,1
-0.034821,0.71163,1
0.73315,-0.38829,1
-0.061775,-0.68419,1
0.96016,0.24535,1
0.53911,0.51217,1
0.41047,0.31409,-1
-0.15726,0.91782,1
0.033692,0.95507,1
0.20632,0.71866,1
-0.16148,0.083722,1
-0.023499,-0.76895,1
